Sort Code,Master sort,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Score,Frequency,Converted Ct,Transformed Ct,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
71,71,"160kL Flow, Tank 21",1,21.160.1,35,080818JMR1H,E05,22.14,,,,1, 4/4,080818JMR3H,A05,N/A,0,0/8,50,0.001,0.001,0.000,35,,,,,,,,,,,,,,,,,,,
71,,"160kL Flow, Tank 21",1,21.160.1,,080818JMR1H,F05,22.74,,,,1,,080818JMR3H,B05,N/A,0,,50,0.001,,,35,,,,,,,,,,,,,,,,,,,
71,,"160kL Flow, Tank 21",1,21.160.1,,080818JMR1H,G05,20.22,,,,1,,080818JMR3H,C05,N/A,0,,50,0.001,,,35,,,,,,,,,,,,,,,,,,,
71,,"160kL Flow, Tank 21",1,21.160.1,,080818JMR1H,H05,20.07,,,,1,,080818JMR3H,D05,N/A,0,,50,0.001,,,35,,,,,,,,,,,,,,,,,,,
71,,"160kL Flow, Tank 21",1,21.160.1,,,,,,,,,,080818JMR3H,E05,N/A,0,,50,0.001,,,35,,,,,,,,,,,,,,,,,,,
71,,"160kL Flow, Tank 21",1,21.160.1,,,,,,,,,,080818JMR3H,F05,N/A,0,,50,0.001,,,35,,,,,,,,,,,,,,,,,,,
71,,"160kL Flow, Tank 21",1,21.160.1,,,,,,,,,,080818JMR3H,G05,N/A,0,,50,0.001,,,35,,,,,,,,,,,,,,,,,,,
71,,"160kL Flow, Tank 21",1,21.160.1,,,,,,,,,,080818JMR3H,H05,N/A,0,,50,0.001,,,35,,,,,,,,,,,,,,,,,,,
72,72,"160kL Flow, Tank 21",2,21.160.2,41,080818JMR1F,A01,22.19,,,,1, 4/4,080818JMR3F,A01,N/A,0,0/8,50,0.001,0.001,0.000,41,,,,,,,,,,,,,,,,,,,
72,,"160kL Flow, Tank 21",2,21.160.2,,080818JMR1F,B01,21.99,,,,1,,080818JMR3F,B01,N/A,0,,50,0.001,,,41,,,,,,,,,,,,,,,,,,,
72,,"160kL Flow, Tank 21",2,21.160.2,,080818JMR1F,C01,21.8,,,,1,,080818JMR3F,C01,N/A,0,,50,0.001,,,41,,,,,,,,,,,,,,,,,,,
72,,"160kL Flow, Tank 21",2,21.160.2,,080818JMR1F,D01,22.25,,,,1,,080818JMR3F,D01,N/A,0,,50,0.001,,,41,,,,,,,,,,,,,,,,,,,
72,,"160kL Flow, Tank 21",2,21.160.2,,,,,,,,,,080818JMR3F,E01,N/A,0,,50,0.001,,,41,,,,,,,,,,,,,,,,,,,
72,,"160kL Flow, Tank 21",2,21.160.2,,,,,,,,,,080818JMR3F,F01,N/A,0,,50,0.001,,,41,,,,,,,,,,,,,,,,,,,
72,,"160kL Flow, Tank 21",2,21.160.2,,,,,,,,,,080818JMR3F,G01,N/A,0,,50,0.001,,,41,,,,,,,,,,,,,,,,,,,
72,,"160kL Flow, Tank 21",2,21.160.2,,,,,,,,,,080818JMR3F,H01,N/A,0,,50,0.001,,,41,,,,,,,,,,,,,,,,,,,
73,73,"160kL Flow, Tank 21",3,21.160.3,48,080818JMR1F,A08,25.76,,,,1, 4/4,080818JMR3F,A08,N/A,0,0/8,50,0.001,0.001,0.000,48,,,,,,,,,,,,,,,,,,,
73,,"160kL Flow, Tank 21",3,21.160.3,,080818JMR1F,B08,25.17,,,,1,,080818JMR3F,B08,N/A,0,,50,0.001,,,48,,,,,,,,,,,,,,,,,,,
73,,"160kL Flow, Tank 21",3,21.160.3,,080818JMR1F,C08,26.37,,,,1,,080818JMR3F,C08,N/A,0,,50,0.001,,,48,,,,,,,,,,,,,,,,,,,
73,,"160kL Flow, Tank 21",3,21.160.3,,080818JMR1F,D08,26.7,,,,1,,080818JMR3F,D08,N/A,0,,50,0.001,,,48,,,,,,,,,,,,,,,,,,,
73,,"160kL Flow, Tank 21",3,21.160.3,,,,,,,,,,080818JMR3F,E08,N/A,0,,50,0.001,,,48,,,,,,,,,,,,,,,,,,,
73,,"160kL Flow, Tank 21",3,21.160.3,,,,,,,,,,080818JMR3F,F08,N/A,0,,50,0.001,,,48,,,,,,,,,,,,,,,,,,,
73,,"160kL Flow, Tank 21",3,21.160.3,,,,,,,,,,080818JMR3F,G08,N/A,0,,50,0.001,,,48,,,,,,,,,,,,,,,,,,,
73,,"160kL Flow, Tank 21",3,21.160.3,,,,,,,,,,080818JMR3F,H08,N/A,0,,50,0.001,,,48,,,,,,,,,,,,,,,,,,,
74,74,"160kL Flow, Tank 24",1,24.160.1,55,080818JMR1F,E05,21.87,,,,1, 4/4,080818JMR4G,A05,N/A,0,2/8,50,0.001,2.869,5.319,55,,,,,,,,,,,,,,,,,,,
74,,"160kL Flow, Tank 24",1,24.160.1,,080818JMR1F,F05,21.48,,,,1,,080818JMR4G,B05,37.94,1,,37.94,12.061,,,55,,,,,,,,,,,,,,,,,,,
74,,"160kL Flow, Tank 24",1,24.160.1,,080818JMR1F,G05,22.46,,,,1,,080818JMR4G,C05,N/A,0,,50,0.001,,,55,,,,,,,,,,,,,,,,,,,
74,,"160kL Flow, Tank 24",1,24.160.1,,080818JMR1F,H05,22.25,,,,1,,080818JMR4G,D05,N/A,0,,50,0.001,,,55,,,,,,,,,,,,,,,,,,,
74,,"160kL Flow, Tank 24",1,24.160.1,,,,,,,,,,080818JMR4G,E05,N/A,0,,50,0.001,,,55,,,,,,,,,,,,,,,,,,,
74,,"160kL Flow, Tank 24",1,24.160.1,,,,,,,,,,080818JMR4G,F05,N/A,0,,50,0.001,,,55,,,,,,,,,,,,,,,,,,,
74,,"160kL Flow, Tank 24",1,24.160.1,,,,,,,,,,080818JMR4G,G05,39.12,1,,39.12,10.881,,,55,,,,,,,,,,,,,,,,,,,
74,,"160kL Flow, Tank 24",1,24.160.1,,,,,,,,,,080818JMR4G,H05,N/A,0,,50,0.001,,,55,,,,,,,,,,,,,,,,,,,
75,75,"160kL Flow, Tank 24",2,24.160.2,4,080818JMR1G,A04,22.58,,,,1, 4/4,080818JMR2H,A04,N/A,0,1/8,50,0.001,1.589,4.490,4,,,,,,,,,,,,,,,,,,,
75,,"160kL Flow, Tank 24",2,24.160.2,,080818JMR1G,B04,22.88,,,,1,,080818JMR2H,B04,N/A,0,,50,0.001,,,4,,,,,,,,,,,,,,,,,,,
75,,"160kL Flow, Tank 24",2,24.160.2,,080818JMR1G,C04,22.43,,,,1,,080818JMR2H,C04,N/A,0,,50,0.001,,,4,,,,,,,,,,,,,,,,,,,
75,,"160kL Flow, Tank 24",2,24.160.2,,080818JMR1G,D04,22.78,,,,1,,080818JMR2H,D04,37.3,1,,37.3,12.701,,,4,,,,,,,,,,,,,,,,,,,
75,,"160kL Flow, Tank 24",2,24.160.2,,,,,,,,,,080818JMR2H,E04,N/A,0,,50,0.001,,,4,,,,,,,,,,,,,,,,,,,
75,,"160kL Flow, Tank 24",2,24.160.2,,,,,,,,,,080818JMR2H,F04,N/A,0,,50,0.001,,,4,,,,,,,,,,,,,,,,,,,
75,,"160kL Flow, Tank 24",2,24.160.2,,,,,,,,,,080818JMR2H,G04,N/A,0,,50,0.001,,,4,,,,,,,,,,,,,,,,,,,
75,,"160kL Flow, Tank 24",2,24.160.2,,,,,,,,,,080818JMR2H,H04,N/A,0,,50,0.001,,,4,,,,,,,,,,,,,,,,,,,
76,76,"160kL Flow, Tank 24",3,24.160.3,39,080818JMR1H,E09,18.65,,,,1, 4/4,080818JMR3H,A09,N/A,0,0/8,50,0.001,0.001,0.000,39,,,,,,,,,,,,,,,,,,,
76,,"160kL Flow, Tank 24",3,24.160.3,,080818JMR1H,F09,18.19,,,,1,,080818JMR3H,B09,N/A,0,,50,0.001,,,39,,,,,,,,,,,,,,,,,,,
76,,"160kL Flow, Tank 24",3,24.160.3,,080818JMR1H,G09,18.31,,,,1,,080818JMR3H,C09,N/A,0,,50,0.001,,,39,,,,,,,,,,,,,,,,,,,
76,,"160kL Flow, Tank 24",3,24.160.3,,080818JMR1H,H09,18.12,,,,1,,080818JMR3H,D09,N/A,0,,50,0.001,,,39,,,,,,,,,,,,,,,,,,,
76,,"160kL Flow, Tank 24",3,24.160.3,,,,,,,,,,080818JMR3H,E09,N/A,0,,50,0.001,,,39,,,,,,,,,,,,,,,,,,,
76,,"160kL Flow, Tank 24",3,24.160.3,,,,,,,,,,080818JMR3H,F09,N/A,0,,50,0.001,,,39,,,,,,,,,,,,,,,,,,,
76,,"160kL Flow, Tank 24",3,24.160.3,,,,,,,,,,080818JMR3H,G09,N/A,0,,50,0.001,,,39,,,,,,,,,,,,,,,,,,,
76,,"160kL Flow, Tank 24",3,24.160.3,,,,,,,,,,080818JMR3H,H09,N/A,0,,50,0.001,,,39,,,,,,,,,,,,,,,,,,,
77,77,"1000kL Flow, Tank 19",1,19.m.1,62,080818JMR2G,A02,N/A,080918JMR1H,A09,22.17,1, 4/4,080918JMR2H,A09,N/A,0,0/8,50,0.001,0.001,0.000,62,,,,,,,,,,,,,,,,,,,
77,,"1000kL Flow, Tank 19",1,19.m.1,,080818JMR2G,B02,N/A,080918JMR1H,B09,20.94,1,,080918JMR2H,B09,N/A,0,,50,0.001,,,62,,,,,,,,,,,,,,,,,,,
77,,"1000kL Flow, Tank 19",1,19.m.1,,080818JMR2G,C02,N/A,080918JMR1H,C09,20.79,1,,080918JMR2H,C09,N/A,0,,50,0.001,,,62,,,,,,,,,,,,,,,,,,,
77,,"1000kL Flow, Tank 19",1,19.m.1,,080818JMR2G,D02,48.38,080918JMR1H,D09,20.56,1,,080918JMR2H,D09,N/A,0,,50,0.001,,,62,,,,,,,,,,,,,,,,,,,
77,,"1000kL Flow, Tank 19",1,19.m.1,,,,,,,,,,080918JMR2H,E09,N/A,0,,50,0.001,,,62,,,,,,,,,,,,,,,,,,,
77,,"1000kL Flow, Tank 19",1,19.m.1,,,,,,,,,,080918JMR2H,F09,N/A,0,,50,0.001,,,62,,,,,,,,,,,,,,,,,,,
77,,"1000kL Flow, Tank 19",1,19.m.1,,,,,,,,,,080918JMR2H,G09,N/A,0,,50,0.001,,,62,,,,,,,,,,,,,,,,,,,
77,,"1000kL Flow, Tank 19",1,19.m.1,,,,,,,,,,080918JMR2H,H09,N/A,0,,50,0.001,,,62,,,,,,,,,,,,,,,,,,,
78,78,"1000kL Flow, Tank 19",2,19.m.2,36,080818JMR1H,E06,22.08,,,,1, 4/4,080818JMR3H,A06,N/A,0,0/8,50,0.001,0.001,0.000,36,,,,,,,,,,,,,,,,,,,
78,,"1000kL Flow, Tank 19",2,19.m.2,,080818JMR1H,F06,21.18,,,,1,,080818JMR3H,B06,N/A,0,,50,0.001,,,36,,,,,,,,,,,,,,,,,,,
78,,"1000kL Flow, Tank 19",2,19.m.2,,080818JMR1H,G06,21.97,,,,1,,080818JMR3H,C06,N/A,0,,50,0.001,,,36,,,,,,,,,,,,,,,,,,,
78,,"1000kL Flow, Tank 19",2,19.m.2,,080818JMR1H,H06,21.35,,,,1,,080818JMR3H,D06,N/A,0,,50,0.001,,,36,,,,,,,,,,,,,,,,,,,
78,,"1000kL Flow, Tank 19",2,19.m.2,,,,,,,,,,080818JMR3H,E06,N/A,0,,50,0.001,,,36,,,,,,,,,,,,,,,,,,,
78,,"1000kL Flow, Tank 19",2,19.m.2,,,,,,,,,,080818JMR3H,F06,N/A,0,,50,0.001,,,36,,,,,,,,,,,,,,,,,,,
78,,"1000kL Flow, Tank 19",2,19.m.2,,,,,,,,,,080818JMR3H,G06,N/A,0,,50,0.001,,,36,,,,,,,,,,,,,,,,,,,
78,,"1000kL Flow, Tank 19",2,19.m.2,,,,,,,,,,080818JMR3H,H06,N/A,0,,50,0.001,,,36,,,,,,,,,,,,,,,,,,,
79,79,"1000kL Flow, Tank 19",3,19.m.3,24,080818JMR1H,A04,N/A,080918JMR1H,A04,26.02,1, 4/4,080918JMR2H,A04,N/A,0,0/8,50,0.001,0.001,0.000,24,,,,,,,,,,,,,,,,,,,
79,,"1000kL Flow, Tank 19",3,19.m.3,,080818JMR1H,B04,N/A,080918JMR1H,B04,25.26,1,,080918JMR2H,B04,N/A,0,,50,0.001,,,24,,,,,,,,,,,,,,,,,,,
79,,"1000kL Flow, Tank 19",3,19.m.3,,080818JMR1H,C04,47.04,080918JMR1H,C04,24.59,1,,080918JMR2H,C04,N/A,0,,50,0.001,,,24,,,,,,,,,,,,,,,,,,,
79,,"1000kL Flow, Tank 19",3,19.m.3,,080818JMR1H,D04,N/A,080918JMR1H,D04,23.79,1,,080918JMR2H,D04,N/A,0,,50,0.001,,,24,,,,,,,,,,,,,,,,,,,
79,,"1000kL Flow, Tank 19",3,19.m.3,,,,,,,,,,080918JMR2H,E04,N/A,0,,50,0.001,,,24,,,,,,,,,,,,,,,,,,,
79,,"1000kL Flow, Tank 19",3,19.m.3,,,,,,,,,,080918JMR2H,F04,N/A,0,,50,0.001,,,24,,,,,,,,,,,,,,,,,,,
79,,"1000kL Flow, Tank 19",3,19.m.3,,,,,,,,,,080918JMR2H,G04,N/A,0,,50,0.001,,,24,,,,,,,,,,,,,,,,,,,
79,,"1000kL Flow, Tank 19",3,19.m.3,,,,,,,,,,080918JMR2H,H04,N/A,0,,50,0.001,,,24,,,,,,,,,,,,,,,,,,,
80,80,"1000kL Flow, Tank 19",4,19.m.4,8,080818JMR1G,A08,34.98,080918JMR1H,A01,19.05,1, 4/4,080918JMR2H,A01,N/A,0,0/8,50,0.001,0.001,0.000,8,,,,,,,,,,,,,,,,,,,
80,,"1000kL Flow, Tank 19",4,19.m.4,,080818JMR1G,B08,31.45,080918JMR1H,B01,19.11,1,,080918JMR2H,B01,N/A,0,,50,0.001,,,8,,,,,,,,,,,,,,,,,,,
80,,"1000kL Flow, Tank 19",4,19.m.4,,080818JMR1G,C08,29.73,080918JMR1H,C01,18.51,1,,080918JMR2H,C01,N/A,0,,50,0.001,,,8,,,,,,,,,,,,,,,,,,,
80,,"1000kL Flow, Tank 19",4,19.m.4,,080818JMR1G,D08,29.1,080918JMR1H,D01,18.44,1,,080918JMR2H,D01,N/A,0,,50,0.001,,,8,,,,,,,,,,,,,,,,,,,
80,,"1000kL Flow, Tank 19",4,19.m.4,,,,,,,,,,080918JMR2H,E01,N/A,0,,50,0.001,,,8,,,,,,,,,,,,,,,,,,,
80,,"1000kL Flow, Tank 19",4,19.m.4,,,,,,,,,,080918JMR2H,F01,N/A,0,,50,0.001,,,8,,,,,,,,,,,,,,,,,,,
80,,"1000kL Flow, Tank 19",4,19.m.4,,,,,,,,,,080918JMR2H,G01,N/A,0,,50,0.001,,,8,,,,,,,,,,,,,,,,,,,
80,,"1000kL Flow, Tank 19",4,19.m.4,,,,,,,,,,080918JMR2H,H01,N/A,0,,50,0.001,,,8,,,,,,,,,,,,,,,,,,,
83,83,"1000kL Flow, Tank 20",1,20.m.1,47,080818JMR1F,A07,N/A,080918JMR1H,A06,26.1,1, 4/4,080918JMR2H,A06,N/A,0,0/8,50,0.001,0.001,0.000,47,,,,,,,,,,,,,,,,,,,
83,,"1000kL Flow, Tank 20",1,20.m.1,,080818JMR1F,B07,N/A,080918JMR1H,B06,26.63,1,,080918JMR2H,B06,N/A,0,,50,0.001,,,47,,,,,,,,,,,,,,,,,,,
83,,"1000kL Flow, Tank 20",1,20.m.1,,080818JMR1F,C07,N/A,080918JMR1H,C06,24.73,1,,080918JMR2H,C06,N/A,0,,50,0.001,,,47,,,,,,,,,,,,,,,,,,,
83,,"1000kL Flow, Tank 20",1,20.m.1,,080818JMR1F,D07,N/A,080918JMR1H,D06,24.31,1,,080918JMR2H,D06,N/A,0,,50,0.001,,,47,,,,,,,,,,,,,,,,,,,
83,,"1000kL Flow, Tank 20",1,20.m.1,,,,,,,,,,080918JMR2H,E06,N/A,0,,50,0.001,,,47,,,,,,,,,,,,,,,,,,,
83,,"1000kL Flow, Tank 20",1,20.m.1,,,,,,,,,,080918JMR2H,F06,N/A,0,,50,0.001,,,47,,,,,,,,,,,,,,,,,,,
83,,"1000kL Flow, Tank 20",1,20.m.1,,,,,,,,,,080918JMR2H,G06,N/A,0,,50,0.001,,,47,,,,,,,,,,,,,,,,,,,
83,,"1000kL Flow, Tank 20",1,20.m.1,,,,,,,,,,080918JMR2H,H06,N/A,0,,50,0.001,,,47,,,,,,,,,,,,,,,,,,,
84,84,"1000kL Flow, Tank 20",2,20.m.2,52,080818JMR1F,E02,48.5,080918JMR1H,A07,29.01,1, 3/4,080918JMR2H,A07,N/A,0,0/8,50,0.001,0.001,0.000,52,,,,,,,,,,,,,,,,,,,
84,,"1000kL Flow, Tank 20",2,20.m.2,,080818JMR1F,F02,40.86,080918JMR1H,B07,30.35,0,,080918JMR2H,B07,N/A,0,,50,0.001,,,52,,,,,,,,,,,,,,,,,,,
84,,"1000kL Flow, Tank 20",2,20.m.2,,080818JMR1F,G02,44.59,080918JMR1H,C07,24.75,1,,080918JMR2H,C07,N/A,0,,50,0.001,,,52,,,,,,,,,,,,,,,,,,,
84,,"1000kL Flow, Tank 20",2,20.m.2,,080818JMR1F,H02,37.12,080918JMR1H,D07,25.13,1,,080918JMR2H,D07,N/A,0,,50,0.001,,,52,,,,,,,,,,,,,,,,,,,
84,,"1000kL Flow, Tank 20",2,20.m.2,,,,,,,,,,080918JMR2H,E07,N/A,0,,50,0.001,,,52,,,,,,,,,,,,,,,,,,,
84,,"1000kL Flow, Tank 20",2,20.m.2,,,,,,,,,,080918JMR2H,F07,N/A,0,,50,0.001,,,52,,,,,,,,,,,,,,,,,,,
84,,"1000kL Flow, Tank 20",2,20.m.2,,,,,,,,,,080918JMR2H,G07,N/A,0,,50,0.001,,,52,,,,,,,,,,,,,,,,,,,
84,,"1000kL Flow, Tank 20",2,20.m.2,,,,,,,,,,080918JMR2H,H07,N/A,0,,50,0.001,,,52,,,,,,,,,,,,,,,,,,,
85,85,"1000kL Flow, Tank 20",3,20.m.3,10,080818JMR1G,A10,N/A,080918JMR1H,A02,19.41,1, 4/4,080918JMR2H,A02,N/A,0,0/8,50,0.001,0.001,0.000,10,,,,,,,,,,,,,,,,,,,
85,,"1000kL Flow, Tank 20",3,20.m.3,,080818JMR1G,B10,37.7,080918JMR1H,B02,19.18,1,,080918JMR2H,B02,N/A,0,,50,0.001,,,10,,,,,,,,,,,,,,,,,,,
85,,"1000kL Flow, Tank 20",3,20.m.3,,080818JMR1G,C10,47.6,080918JMR1H,C02,18.94,1,,080918JMR2H,C02,N/A,0,,50,0.001,,,10,,,,,,,,,,,,,,,,,,,
85,,"1000kL Flow, Tank 20",3,20.m.3,,080818JMR1G,D10,40.4,080918JMR1H,D02,18.44,1,,080918JMR2H,D02,N/A,0,,50,0.001,,,10,,,,,,,,,,,,,,,,,,,
85,,"1000kL Flow, Tank 20",3,20.m.3,,,,,,,,,,080918JMR2H,E02,N/A,0,,50,0.001,,,10,,,,,,,,,,,,,,,,,,,
85,,"1000kL Flow, Tank 20",3,20.m.3,,,,,,,,,,080918JMR2H,F02,N/A,0,,50,0.001,,,10,,,,,,,,,,,,,,,,,,,
85,,"1000kL Flow, Tank 20",3,20.m.3,,,,,,,,,,080918JMR2H,G02,N/A,0,,50,0.001,,,10,,,,,,,,,,,,,,,,,,,
85,,"1000kL Flow, Tank 20",3,20.m.3,,,,,,,,,,080918JMR2H,H02,N/A,0,,50,0.001,,,10,,,,,,,,,,,,,,,,,,,
86,86,"1000kL Flow, Tank 20",4,20.m.4,16,080818JMR1G,E06,19.64,,,,1, 4/4,080818JMR2F,A06,N/A,0,1/8,50,0.001,1.382,3.907,16,,,,,,,,,,,,,,,,,,,
86,,"1000kL Flow, Tank 20",4,20.m.4,,080818JMR1G,F06,19.2,,,,1,,080818JMR2F,B06,N/A,0,,50,0.001,,,16,,,,,,,,,,,,,,,,,,,
86,,"1000kL Flow, Tank 20",4,20.m.4,,080818JMR1G,G06,19.22,,,,1,,080818JMR2F,C06,N/A,0,,50,0.001,,,16,,,,,,,,,,,,,,,,,,,
86,,"1000kL Flow, Tank 20",4,20.m.4,,080818JMR1G,H06,19.27,,,,1,,080818JMR2F,D06,N/A,0,,50,0.001,,,16,,,,,,,,,,,,,,,,,,,
86,,"1000kL Flow, Tank 20",4,20.m.4,,,,,,,,,,080818JMR2F,E06,N/A,0,,50,0.001,,,16,,,,,,,,,,,,,,,,,,,
86,,"1000kL Flow, Tank 20",4,20.m.4,,,,,,,,,,080818JMR2F,F06,N/A,0,,50,0.001,,,16,,,,,,,,,,,,,,,,,,,
86,,"1000kL Flow, Tank 20",4,20.m.4,,,,,,,,,,080818JMR2F,G06,38.95,1,,38.95,11.051,,,16,,,,,,,,,,,,,,,,,,,
86,,"1000kL Flow, Tank 20",4,20.m.4,,,,,,,,,,080818JMR2F,H06,N/A,0,,50,0.001,,,16,,,,,,,,,,,,,,,,,,,
89,89,"1000kL Flow, Tank 21",1,21.m.1,7,080818JMR1G,A07,25.19,,,,1, 4/4,080818JMR2H,A07,N/A,0,2/8,50,0.001,1.320,2.446,7,,,,,,,,,,,,,,,,,,,
89,,"1000kL Flow, Tank 21",1,21.m.1,,080818JMR1G,B07,25.09,,,,1,,080818JMR2H,B07,N/A,0,,50,0.001,,,7,,,,,,,,,,,,,,,,,,,
89,,"1000kL Flow, Tank 21",1,21.m.1,,080818JMR1G,C07,24.28,,,,1,,080818JMR2H,C07,N/A,0,,50,0.001,,,7,,,,,,,,,,,,,,,,,,,
89,,"1000kL Flow, Tank 21",1,21.m.1,,080818JMR1G,D07,23.19,,,,1,,080818JMR2H,D07,N/A,0,,50,0.001,,,7,,,,,,,,,,,,,,,,,,,
89,,"1000kL Flow, Tank 21",1,21.m.1,,,,,,,,,,080818JMR2H,E07,N/A,0,,50,0.001,,,7,,,,,,,,,,,,,,,,,,,
89,,"1000kL Flow, Tank 21",1,21.m.1,,,,,,,,,,080818JMR2H,F07,44.46,1,,44.46,5.541,,,7,,,,,,,,,,,,,,,,,,,
89,,"1000kL Flow, Tank 21",1,21.m.1,,,,,,,,,,080818JMR2H,G07,N/A,0,,50,0.001,,,7,,,,,,,,,,,,,,,,,,,
89,,"1000kL Flow, Tank 21",1,21.m.1,,,,,,,,,,080818JMR2H,H07,44.99,1,,44.99,5.011,,,7,,,,,,,,,,,,,,,,,,,
90,90,"1000kL Flow, Tank 21",2,21.m.2,12,080818JMR1G,E02,40.58,080918JMR1H,A03,18.18,1, 4/4,080918JMR2H,A03,N/A,0,0/8,50,0.001,0.001,0.000,12,,,,,,,,,,,,,,,,,,,
90,,"1000kL Flow, Tank 21",2,21.m.2,,080818JMR1G,F02,37.42,080918JMR1H,B03,18.13,1,,080918JMR2H,B03,N/A,0,,50,0.001,,,12,,,,,,,,,,,,,,,,,,,
90,,"1000kL Flow, Tank 21",2,21.m.2,,080818JMR1G,G02,36.65,080918JMR1H,C03,17.94,1,,080918JMR2H,C03,N/A,0,,50,0.001,,,12,,,,,,,,,,,,,,,,,,,
90,,"1000kL Flow, Tank 21",2,21.m.2,,080818JMR1G,H02,35.57,080918JMR1H,D03,17.58,1,,080918JMR2H,D03,N/A,0,,50,0.001,,,12,,,,,,,,,,,,,,,,,,,
90,,"1000kL Flow, Tank 21",2,21.m.2,,,,,,,,,,080918JMR2H,E03,N/A,0,,50,0.001,,,12,,,,,,,,,,,,,,,,,,,
90,,"1000kL Flow, Tank 21",2,21.m.2,,,,,,,,,,080918JMR2H,F03,N/A,0,,50,0.001,,,12,,,,,,,,,,,,,,,,,,,
90,,"1000kL Flow, Tank 21",2,21.m.2,,,,,,,,,,080918JMR2H,G03,N/A,0,,50,0.001,,,12,,,,,,,,,,,,,,,,,,,
90,,"1000kL Flow, Tank 21",2,21.m.2,,,,,,,,,,080918JMR2H,H03,N/A,0,,50,0.001,,,12,,,,,,,,,,,,,,,,,,,
91,91,"1000kL Flow, Tank 21",3,21.m.3,60,080818JMR1F,E10,N/A,080918JMR1H,A08,24.57,1, 4/4,080918JMR2H,A08,N/A,0,1/8,50,0.001,1.042,2.945,60,,,,,,,,,,,,,,,,,,,
91,,"1000kL Flow, Tank 21",3,21.m.3,,080818JMR1F,F10,N/A,080918JMR1H,B08,23.07,1,,080918JMR2H,B08,N/A,0,,50,0.001,,,60,,,,,,,,,,,,,,,,,,,
91,,"1000kL Flow, Tank 21",3,21.m.3,,080818JMR1F,G10,N/A,080918JMR1H,C08,26.4,1,,080918JMR2H,C08,41.67,1,,41.67,8.331,,,60,,,,,,,,,,,,,,,,,,,
91,,"1000kL Flow, Tank 21",3,21.m.3,,080818JMR1F,H10,N/A,080918JMR1H,D08,23.35,1,,080918JMR2H,D08,N/A,0,,50,0.001,,,60,,,,,,,,,,,,,,,,,,,
91,,"1000kL Flow, Tank 21",3,21.m.3,,,,,,,,,,080918JMR2H,E08,N/A,0,,50,0.001,,,60,,,,,,,,,,,,,,,,,,,
91,,"1000kL Flow, Tank 21",3,21.m.3,,,,,,,,,,080918JMR2H,F08,N/A,0,,50,0.001,,,60,,,,,,,,,,,,,,,,,,,
91,,"1000kL Flow, Tank 21",3,21.m.3,,,,,,,,,,080918JMR2H,G08,N/A,0,,50,0.001,,,60,,,,,,,,,,,,,,,,,,,
91,,"1000kL Flow, Tank 21",3,21.m.3,,,,,,,,,,080918JMR2H,H08,N/A,0,,50,0.001,,,60,,,,,,,,,,,,,,,,,,,
92,92,"1000kL Flow, Tank 21",4,21.m.4,64,080818JMR2G,A04,18.38,,,,1, 4/4,080818JMR4H,A04,N/A,0,1/8,50,0.001,1.041,2.942,64,,,,,,,,,,,,,,,,,,,
92,,"1000kL Flow, Tank 21",4,21.m.4,,080818JMR2G,B04,18.56,,,,1,,080818JMR4H,B04,41.68,1,,41.68,8.321,,,64,,,,,,,,,,,,,,,,,,,
92,,"1000kL Flow, Tank 21",4,21.m.4,,080818JMR2G,C04,18.35,,,,1,,080818JMR4H,C04,N/A,0,,50,0.001,,,64,,,,,,,,,,,,,,,,,,,
92,,"1000kL Flow, Tank 21",4,21.m.4,,080818JMR2G,D04,18.54,,,,1,,080818JMR4H,D04,N/A,0,,50,0.001,,,64,,,,,,,,,,,,,,,,,,,
92,,"1000kL Flow, Tank 21",4,21.m.4,,,,,,,,,,080818JMR4H,E04,N/A,0,,50,0.001,,,64,,,,,,,,,,,,,,,,,,,
92,,"1000kL Flow, Tank 21",4,21.m.4,,,,,,,,,,080818JMR4H,F04,N/A,0,,50,0.001,,,64,,,,,,,,,,,,,,,,,,,
92,,"1000kL Flow, Tank 21",4,21.m.4,,,,,,,,,,080818JMR4H,G04,N/A,0,,50,0.001,,,64,,,,,,,,,,,,,,,,,,,
92,,"1000kL Flow, Tank 21",4,21.m.4,,,,,,,,,,080818JMR4H,H04,N/A,0,,50,0.001,,,64,,,,,,,,,,,,,,,,,,,
95,95,"1000kL Flow, Tank 24",1,24.m.1,59,080818JMR1F,E09,21.65,,,,1, 4/4,080818JMR4G,A09,N/A,0,0/8,50,0.001,0.001,0.000,59,,,,,,,,,,,,,,,,,,,
95,,"1000kL Flow, Tank 24",1,24.m.1,,080818JMR1F,F09,20.43,,,,1,,080818JMR4G,B09,N/A,0,,50,0.001,,,59,,,,,,,,,,,,,,,,,,,
95,,"1000kL Flow, Tank 24",1,24.m.1,,080818JMR1F,G09,21.26,,,,1,,080818JMR4G,C09,N/A,0,,50,0.001,,,59,,,,,,,,,,,,,,,,,,,
95,,"1000kL Flow, Tank 24",1,24.m.1,,080818JMR1F,H09,20.54,,,,1,,080818JMR4G,D09,N/A,0,,50,0.001,,,59,,,,,,,,,,,,,,,,,,,
