Sort Code,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Adjusted Ct  (N/A=50),Transformed Ct (50.001-Ct),Score,Frequency,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,,,,,,,072518JMR3F,E09,33.43,33.43,16.57,1,,,,69,,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,,,,,,,072518JMR3F,F09,33.99,33.99,16.01,1,,,,69,,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,,,,,,,072518JMR3F,G09,33.93,33.93,16.07,1,,,,69,,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,,,,,,,072518JMR3F,H09,34.14,34.14,15.86,1,,,,69,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,105,072418JMR3G,A05,16.11,1, 4/4,072518JMR4G,A05,33.55,33.55,16.45,1,8/8,16.34,0.55,105,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,,072418JMR3G,B05,16.1,1,,072518JMR4G,B05,34.07,34.07,15.93,1,,,,105,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,,072418JMR3G,C05,16,1,,072518JMR4G,C05,34.06,34.06,15.94,1,,,,105,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,,072418JMR3G,D05,16.13,1,,072518JMR4G,D05,34.17,34.17,15.83,1,,,,105,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,,,,,,,072518JMR4G,E05,32.75,32.75,17.25,1,,,,105,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,,,,,,,072518JMR4G,F05,33.06,33.06,16.94,1,,,,105,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,,,,,,,072518JMR4G,G05,34.35,34.35,15.65,1,,,,105,,,,,,,,,,,,,,,,,,,
72,"8 Fish, Tank 21",2,08.21.2,,,,,,,072518JMR4G,H05,33.28,33.28,16.72,1,,,,105,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,64,072418JMR2G,A04,16.04,1, 4/4,072518JMR3F,A04,33.03,33.03,16.97,1,8/8,17.03,0.27,64,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,,072418JMR2G,B04,16.06,1,,072518JMR3F,B04,32.76,32.76,17.24,1,,,,64,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,,072418JMR2G,C04,15.88,1,,072518JMR3F,C04,32.69,32.69,17.31,1,,,,64,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,,072418JMR2G,D04,16.05,1,,072518JMR3F,D04,32.71,32.71,17.29,1,,,,64,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,,,,,,,072518JMR3F,E04,32.83,32.83,17.17,1,,,,64,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,,,,,,,072518JMR3F,F04,33.15,33.15,16.85,1,,,,64,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,,,,,,,072518JMR3F,G04,33.07,33.07,16.93,1,,,,64,,,,,,,,,,,,,,,,,,,
73,"8 Fish, Tank 21",3,08.21.3,,,,,,,072518JMR3F,H04,33.53,33.53,16.47,1,,,,64,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,74,072418JMR2G,E04,16.04,1, 4/4,072518JMR3G,A04,34.21,34.21,15.79,1,8/8,15.58,0.57,74,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,,072418JMR2G,F04,16.22,1,,072518JMR3G,B04,33.25,33.25,16.75,1,,,,74,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,,072418JMR2G,G04,16.37,1,,072518JMR3G,C04,34.14,34.14,15.86,1,,,,74,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,,072418JMR2G,H04,16.53,1,,072518JMR3G,D04,35.21,35.21,14.79,1,,,,74,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,,,,,,,072518JMR3G,E04,34.51,34.51,15.49,1,,,,74,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,,,,,,,072518JMR3G,F04,34.49,34.49,15.51,1,,,,74,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,,,,,,,072518JMR3G,G04,34.4,34.4,15.60,1,,,,74,,,,,,,,,,,,,,,,,,,
74,"8 Fish, Tank 21",4,08.21.4,,,,,,,072518JMR3G,H04,35.12,35.12,14.88,1,,,,74,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,102,072418JMR3G,A02,17.05,1, 4/4,072518JMR4G,A02,34.55,34.55,15.45,1,8/8,15.55,0.29,102,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,,072418JMR3G,B02,17.23,1,,072518JMR4G,B02,34.52,34.52,15.48,1,,,,102,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,,072418JMR3G,C02,16.72,1,,072518JMR4G,C02,34.17,34.17,15.83,1,,,,102,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,,072418JMR3G,D02,17.16,1,,072518JMR4G,D02,34.43,34.43,15.57,1,,,,102,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,,,,,,,072518JMR4G,E02,34.23,34.23,15.77,1,,,,102,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,,,,,,,072518JMR4G,F02,34.23,34.23,15.77,1,,,,102,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,,,,,,,072518JMR4G,G02,34.36,34.36,15.64,1,,,,102,,,,,,,,,,,,,,,,,,,
75,"8 Fish, Tank 21",5,08.21.5,,,,,,,072518JMR4G,H02,35.14,35.14,14.86,1,,,,102,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,149,072418JMR4G,A09,16.47,1, 4/4,072618JMR1H,A09,32.78,32.78,17.22,1,8/8,17.48,0.30,149,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,,072418JMR4G,B09,15.97,1,,072618JMR1H,B09,32.8,32.8,17.20,1,,,,149,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,,072418JMR4G,C09,15.76,1,,072618JMR1H,C09,32.09,32.09,17.91,1,,,,149,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,,072418JMR4G,D09,16.03,1,,072618JMR1H,D09,32.77,32.77,17.23,1,,,,149,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,,,,,,,072618JMR1H,E09,32.22,32.22,17.78,1,,,,149,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,,,,,,,072618JMR1H,F09,32.49,32.49,17.51,1,,,,149,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,,,,,,,072618JMR1H,G09,32.17,32.17,17.83,1,,,,149,,,,,,,,,,,,,,,,,,,
76,"8 Fish, Tank 24",1,08.24.1,,,,,,,072618JMR1H,H09,32.85,32.85,17.15,1,,,,149,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,137,072418JMR4F,E07,15.79,1, 4/4,072618JMR1G,A07,30.68,30.68,19.32,1,8/8,19.17,0.28,137,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,,072418JMR4F,F07,15.73,1,,072618JMR1G,B07,30.63,30.63,19.37,1,,,,137,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,,072418JMR4F,G07,16.24,1,,072618JMR1G,C07,30.48,30.48,19.52,1,,,,137,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,,072418JMR4F,H07,16.11,1,,072618JMR1G,D07,30.69,30.69,19.31,1,,,,137,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,,,,,,,072618JMR1G,E07,30.77,30.77,19.23,1,,,,137,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,,,,,,,072618JMR1G,F07,30.84,30.84,19.16,1,,,,137,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,,,,,,,072618JMR1G,G07,31.2,31.2,18.80,1,,,,137,,,,,,,,,,,,,,,,,,,
77,"8 Fish, Tank 24",2,08.24.2,,,,,,,072618JMR1G,H07,31.37,31.37,18.63,1,,,,137,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,159,072418JMR4G,E09,16.32,1, 4/4,072618JMR2F,A09,30.96,30.96,19.04,1,8/8,18.83,0.26,159,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,,072418JMR4G,F09,15.88,1,,072618JMR2F,B09,31,31,19.00,1,,,,159,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,,072418JMR4G,G09,16.38,1,,072618JMR2F,C09,31.48,31.48,18.52,1,,,,159,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,,072418JMR4G,H09,16.42,1,,072618JMR2F,D09,31.06,31.06,18.94,1,,,,159,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,,,,,,,072618JMR2F,E09,31.16,31.16,18.84,1,,,,159,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,,,,,,,072618JMR2F,F09,31.06,31.06,18.94,1,,,,159,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,,,,,,,072618JMR2F,G09,30.94,30.94,19.06,1,,,,159,,,,,,,,,,,,,,,,,,,
78,"8 Fish, Tank 24",3,08.24.3,,,,,,,072618JMR2F,H09,31.73,31.73,18.27,1,,,,159,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,131,072418JMR4F,E01,15.29,1, 4/4,072618JMR1G,A01,30.25,30.25,19.75,1,8/8,19.67,0.36,131,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,,072418JMR4F,F01,15.33,1,,072618JMR1G,B01,30.12,30.12,19.88,1,,,,131,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,,072418JMR4F,G01,15.65,1,,072618JMR1G,C01,30.23,30.23,19.77,1,,,,131,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,,072418JMR4F,H01,15.68,1,,072618JMR1G,D01,30.91,30.91,19.09,1,,,,131,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,,,,,,,072618JMR1G,E01,29.82,29.82,20.18,1,,,,131,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,,,,,,,072618JMR1G,F01,30.22,30.22,19.78,1,,,,131,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,,,,,,,072618JMR1G,G01,30.18,30.18,19.82,1,,,,131,,,,,,,,,,,,,,,,,,,
79,"8 Fish, Tank 24",4,08.24.4,,,,,,,072618JMR1G,H01,30.94,30.94,19.06,1,,,,131,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,56,072418JMR2F,E06,15.89,1, 4/4,072518JMR2H,A06,30.35,30.35,19.65,1,8/8,19.63,0.15,56,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,,072418JMR2F,F06,15.97,1,,072518JMR2H,B06,30.2,30.2,19.80,1,,,,56,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,,072418JMR2F,G06,16.1,1,,072518JMR2H,C06,30.4,30.4,19.60,1,,,,56,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,,072418JMR2F,H06,16.47,1,,072518JMR2H,D06,30.48,30.48,19.52,1,,,,56,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,,,,,,,072518JMR2H,E06,30.15,30.15,19.85,1,,,,56,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,,,,,,,072518JMR2H,F06,30.49,30.49,19.51,1,,,,56,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,,,,,,,072518JMR2H,G06,30.25,30.25,19.75,1,,,,56,,,,,,,,,,,,,,,,,,,
80,"8 Fish, Tank 24",5,08.24.5,,,,,,,072518JMR2H,H06,30.61,30.61,19.39,1,,,,56,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,38,072418JMR1G,E08,16.55,1, 4/4,072518JMR2F,A08,32.44,32.44,17.56,1,8/8,17.64,0.37,38,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,,072418JMR1G,F08,16.91,1,,072518JMR2F,B08,32.08,32.08,17.92,1,,,,38,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,,072418JMR1G,G08,16.98,1,,072518JMR2F,C08,32.33,32.33,17.67,1,,,,38,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,,072418JMR1G,H08,17.34,1,,072518JMR2F,D08,32.2,32.2,17.80,1,,,,38,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,,,,,,,072518JMR2F,E08,31.8,31.8,18.20,1,,,,38,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,,,,,,,072518JMR2F,F08,32.42,32.42,17.58,1,,,,38,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,,,,,,,072518JMR2F,G08,32.4,32.4,17.60,1,,,,38,,,,,,,,,,,,,,,,,,,
81,"16 Fish, Tank 19",1,16.19.1,,,,,,,072518JMR2F,H08,33.19,33.19,16.81,1,,,,38,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,35,072418JMR1G,E05,16.15,1, 4/4,072518JMR2F,A05,31.89,31.89,18.11,1,8/8,18.33,0.34,35,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,,072418JMR1G,F05,16.28,1,,072518JMR2F,B05,31.76,31.76,18.24,1,,,,35,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,,072418JMR1G,G05,16.34,1,,072518JMR2F,C05,31.8,31.8,18.20,1,,,,35,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,,072418JMR1G,H05,16.82,1,,072518JMR2F,D05,32.23,32.23,17.77,1,,,,35,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,,,,,,,072518JMR2F,E05,31.09,31.09,18.91,1,,,,35,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,,,,,,,072518JMR2F,F05,31.21,31.21,18.79,1,,,,35,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,,,,,,,072518JMR2F,G05,31.68,31.68,18.32,1,,,,35,,,,,,,,,,,,,,,,,,,
82,"16 Fish, Tank 19",2,16.19.2,,,,,,,072518JMR2F,H05,31.7,31.7,18.30,1,,,,35,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,158,072418JMR4G,E08,16.85,1, 4/4,072618JMR2F,A08,31.27,31.27,18.73,1,8/8,18.28,0.36,158,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,,072418JMR4G,F08,17.34,1,,072618JMR2F,B08,31.81,31.81,18.19,1,,,,158,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,,072418JMR4G,G08,17.38,1,,072618JMR2F,C08,31.58,31.58,18.42,1,,,,158,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,,072418JMR4G,H08,17.69,1,,072618JMR2F,D08,31.17,31.17,18.83,1,,,,158,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,,,,,,,072618JMR2F,E08,31.76,31.76,18.24,1,,,,158,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,,,,,,,072618JMR2F,F08,31.77,31.77,18.23,1,,,,158,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,,,,,,,072618JMR2F,G08,32.06,32.06,17.94,1,,,,158,,,,,,,,,,,,,,,,,,,
83,"16 Fish, Tank 19",3,16.19.3,,,,,,,072618JMR2F,H08,32.32,32.32,17.68,1,,,,158,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,85,072418JMR3F,A05,16.08,1, 4/4,072518JMR3H,A05,31.5,31.5,18.50,1,8/8,18.65,0.20,85,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,,072418JMR3F,B05,15.73,1,,072518JMR3H,B05,31.4,31.4,18.60,1,,,,85,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,,072418JMR3F,C05,15.9,1,,072518JMR3H,C05,31.4,31.4,18.60,1,,,,85,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,,072418JMR3F,D05,16.01,1,,072518JMR3H,D05,31.4,31.4,18.60,1,,,,85,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,,,,,,,072518JMR3H,E05,30.92,30.92,19.08,1,,,,85,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,,,,,,,072518JMR3H,F05,31.16,31.16,18.84,1,,,,85,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,,,,,,,072518JMR3H,G05,31.36,31.36,18.64,1,,,,85,,,,,,,,,,,,,,,,,,,
84,"16 Fish, Tank 19",4,16.19.4,,,,,,,072518JMR3H,H05,31.64,31.64,18.36,1,,,,85,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,47,072418JMR2F,A07,16.76,1, 4/4,072518JMR2G,A07,30.98,30.98,19.02,1,8/8,19.38,0.33,47,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,,072418JMR2F,B07,16.82,1,,072518JMR2G,B07,30.43,30.43,19.57,1,,,,47,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,,072418JMR2F,C07,16.92,1,,072518JMR2G,C07,30.51,30.51,19.49,1,,,,47,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,,072418JMR2F,D07,16.63,1,,072518JMR2G,D07,30.13,30.13,19.87,1,,,,47,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,,,,,,,072518JMR2G,E07,30.3,30.3,19.70,1,,,,47,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,,,,,,,072518JMR2G,F07,30.83,30.83,19.17,1,,,,47,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,,,,,,,072518JMR2G,G07,30.6,30.6,19.40,1,,,,47,,,,,,,,,,,,,,,,,,,
85,"16 Fish, Tank 19",5,16.19.5,,,,,,,072518JMR2G,H07,31.15,31.15,18.85,1,,,,47,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,75,072418JMR2G,E05,15.79,1, 4/4,072518JMR3G,A05,31.64,31.64,18.36,1,8/8,18.44,0.21,75,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,,072418JMR2G,F05,16.1,1,,072518JMR3G,B05,31.16,31.16,18.84,1,,,,75,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,,072418JMR2G,G05,16.11,1,,072518JMR3G,C05,31.43,31.43,18.57,1,,,,75,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,,072418JMR2G,H05,16.46,1,,072518JMR3G,D05,31.5,31.5,18.50,1,,,,75,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,,,,,,,072518JMR3G,E05,31.44,31.44,18.56,1,,,,75,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,,,,,,,072518JMR3G,F05,31.74,31.74,18.26,1,,,,75,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,,,,,,,072518JMR3G,G05,31.68,31.68,18.32,1,,,,75,,,,,,,,,,,,,,,,,,,
86,"16 Fish, Tank 20",1,16.20.1,,,,,,,072518JMR3G,H05,31.88,31.88,18.12,1,,,,75,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,25,072418JMR1G,A05,17.11,1, 4/4,072518JMR1H,A05,32.15,32.15,17.85,1,8/8,18.06,0.21,25,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,,072418JMR1G,B05,17.11,1,,072518JMR1H,B05,31.96,31.96,18.04,1,,,,25,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,,072418JMR1G,C05,16.63,1,,072518JMR1H,C05,31.69,31.69,18.31,1,,,,25,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,,072418JMR1G,D05,17.05,1,,072518JMR1H,D05,32.13,32.13,17.87,1,,,,25,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,,,,,,,072518JMR1H,E05,31.74,31.74,18.26,1,,,,25,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,,,,,,,072518JMR1H,F05,31.85,31.85,18.15,1,,,,25,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,,,,,,,072518JMR1H,G05,31.7,31.7,18.30,1,,,,25,,,,,,,,,,,,,,,,,,,
87,"16 Fish, Tank 20",2,16.20.2,,,,,,,072518JMR1H,H05,32.28,32.28,17.72,1,,,,25,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,145,072418JMR4G,A05,18.67,1, 4/4,072618JMR1H,A05,33.57,33.57,16.43,1,8/8,16.01,0.30,145,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,,072418JMR4G,B05,18.66,1,,072618JMR1H,B05,33.99,33.99,16.01,1,,,,145,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,,072418JMR4G,C05,18.27,1,,072618JMR1H,C05,33.8,33.8,16.20,1,,,,145,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,,072418JMR4G,D05,18.43,1,,072618JMR1H,D05,34.58,34.58,15.42,1,,,,145,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,,,,,,,072618JMR1H,E05,33.76,33.76,16.24,1,,,,145,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,,,,,,,072618JMR1H,F05,34.05,34.05,15.95,1,,,,145,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,,,,,,,072618JMR1H,G05,33.87,33.87,16.13,1,,,,145,,,,,,,,,,,,,,,,,,,
88,"16 Fish, Tank 20",3,16.20.3,,,,,,,072618JMR1H,H05,34.32,34.32,15.68,1,,,,145,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,140,072418JMR4F,E10,16.08,1, 4/4,072618JMR1G,A10,32.72,32.72,17.28,1,8/8,17.55,0.25,140,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,,072418JMR4F,F10,16.19,1,,072618JMR1G,B10,32.29,32.29,17.71,1,,,,140,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,,072418JMR4F,G10,16.23,1,,072618JMR1G,C10,32.22,32.22,17.78,1,,,,140,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,,072418JMR4F,H10,16.53,1,,072618JMR1G,D10,32.87,32.87,17.13,1,,,,140,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,,,,,,,072618JMR1G,E10,32.58,32.58,17.42,1,,,,140,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,,,,,,,072618JMR1G,F10,32.07,32.07,17.93,1,,,,140,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,,,,,,,072618JMR1G,G10,32.32,32.32,17.68,1,,,,140,,,,,,,,,,,,,,,,,,,
89,"16 Fish, Tank 20",4,16.20.4,,,,,,,072618JMR1G,H10,32.53,32.53,17.47,1,,,,140,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,151,072418JMR4G,E01,17.37,1, 4/4,072618JMR2F,A01,31.71,31.71,18.29,1,8/8,17.49,0.45,151,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,,072418JMR4G,F01,17.66,1,,072618JMR2F,B01,33.19,33.19,16.81,1,,,,151,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,,072418JMR4G,G01,17.67,1,,072618JMR2F,C01,32.17,32.17,17.83,1,,,,151,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,,072418JMR4G,H01,17.94,1,,072618JMR2F,D01,32.28,32.28,17.72,1,,,,151,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,,,,,,,072618JMR2F,E01,32.54,32.54,17.46,1,,,,151,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,,,,,,,072618JMR2F,F01,33.01,33.01,16.99,1,,,,151,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,,,,,,,072618JMR2F,G01,32.81,32.81,17.19,1,,,,151,,,,,,,,,,,,,,,,,,,
90,"16 Fish, Tank 20",5,16.20.5,,,,,,,072618JMR2F,H01,32.41,32.41,17.59,1,,,,151,,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,20,072418JMR1F,E10,17.01,1, 4/4,072518JMR1G,A10,33.37,33.37,16.63,1,8/8,16.73,0.33,20,,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,,072418JMR1F,F10,16.92,1,,072518JMR1G,B10,33.06,33.06,16.94,1,,,,20,,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,,072418JMR1F,G10,16.84,1,,072518JMR1G,C10,32.58,32.58,17.42,1,,,,20,,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,,072418JMR1F,H10,17.4,1,,072518JMR1G,D10,33.46,33.46,16.54,1,,,,20,,,,,,,,,,,,,,,,,,,
